counts	precmz	delta_mass	delta_mass_r2	putative explanation	delta_MF_final	delta_MF_unique_combination
2	302.19653	140.08403	140.08	CAR C8:1;O	C8H12O2	CHO
2	302.19653	140.08403	140.08	CAR C8:1;O	C8H12O2	CHO
2	302.19662	140.08412	140.08	CAR C8:1;O	C8H12O2	CHO
2	302.1972	140.0847	140.08	CAR C8:1;O	C8H12O2	CHO
2	302.19727	140.08477	140.08	CAR C8:1;O	C8H12O2	CHO
8	302.20001	140.08751	140.09	CAR C8:1;O	C8H12O2	CHO
2	302.20001	140.08751	140.09	CAR C8:1;O	C8H12O2	CHO
7	302.20001	140.08751	140.09	CAR C8:1;O	C8H12O2	CHO
9	302.20001	140.08751	140.09	CAR C8:1;O	C8H12O2	CHO
6	302.19754	140.08504	140.09	CAR C8:1;O	C8H12O2	CHO
8	302.20001	140.08751	140.09	CAR C8:1;O	C8H12O2	CHO
5	302.20001	140.08751	140.09	CAR C8:1;O	C8H12O2	CHO
3	302.20001	140.08751	140.09	CAR C8:1;O	C8H12O2	CHO
3	302.20001	140.08751	140.09	CAR C8:1;O	C8H12O2	CHO
3	302.20001	140.08751	140.09	CAR C8:1;O	C8H12O2	CHO
7450	302.23209	140.11959	140.12	CAR C9:0	C9H16O	CHO
5	302.23001	140.11751	140.12	CAR C9:0	C9H16O	CHO
5	302.23001	140.11751	140.12	CAR C9:0	C9H16O	CHO
5	302.23001	140.11751	140.12	CAR C9:0	C9H16O	CHO
8	302.23001	140.11751	140.12	CAR C9:0	C9H16O	CHO
31	302.23001	140.11751	140.12	CAR C9:0	C9H16O	CHO
6	302.23251	140.12001	140.12	CAR C9:0	C9H16O	CHO
13	302.23145	140.11895	140.12	CAR C9:0	C9H16O	CHO
2	302.23001	140.11751	140.12	CAR C9:0	C9H16O	CHO
2	302.23178	140.11928	140.12	CAR C9:0	C9H16O	CHO
2	302.23248	140.11998	140.12	CAR C9:0	C9H16O	CHO
3	302.23001	140.11751	140.12	CAR C9:0	C9H16O	CHO
3	302.23001	140.11751	140.12	CAR C9:0	C9H16O	CHO
9	302.23248	140.11998	140.12	CAR C9:0	C9H16O	CHO
32	302.23251	140.12001	140.12	CAR C9:0	C9H16O	CHO
12	302.23264	140.12014	140.12	CAR C9:0	C9H16O	CHO
2	302.23099	140.11849	140.12	CAR C9:0	C9H16O	CHO
232	302.23239	140.11989	140.12	CAR C9:0	C9H16O	CHO
4	302.23129	140.11879	140.12	CAR C9:0	C9H16O	CHO
12	302.23303	140.12053	140.12	CAR C9:0	C9H16O	CHO
2	302.23151	140.11901	140.12	CAR C9:0	C9H16O	CHO
10	302.23257	140.12007	140.12	CAR C9:0	C9H16O	CHO
146	302.23206	140.11956	140.12	CAR C9:0	C9H16O	CHO
2	302.23169	140.11919	140.12	CAR C9:0	C9H16O	CHO
4	302.23169	140.11919	140.12	CAR C9:0	C9H16O	CHO
2	302.23166	140.11916	140.12	CAR C9:0	C9H16O	CHO
2	302.23169	140.11919	140.12	CAR C9:0	C9H16O	CHO
2	302.23175	140.11925	140.12	CAR C9:0	C9H16O	CHO
3	302.2326	140.1201	140.12	CAR C9:0	C9H16O	CHO
3	302.23181	140.11931	140.12	CAR C9:0	C9H16O	CHO
2	302.23187	140.11937	140.12	CAR C9:0	C9H16O	CHO
2	302.23184	140.11934	140.12	CAR C9:0	C9H16O	CHO
6	302.23257	140.12007	140.12	CAR C9:0	C9H16O	CHO
2	302.23184	140.11934	140.12	CAR C9:0	C9H16O	CHO
2	302.23196	140.11946	140.12	CAR C9:0	C9H16O	CHO
2	302.23264	140.12014	140.12	CAR C9:0	C9H16O	CHO
2	302.23196	140.11946	140.12	CAR C9:0	C9H16O	CHO
2	302.23193	140.11943	140.12	CAR C9:0	C9H16O	CHO
2	302.23209	140.11959	140.12	CAR C9:0	C9H16O	CHO
2	302.23209	140.11959	140.12	CAR C9:0	C9H16O	CHO
4	302.23251	140.12001	140.12	CAR C9:0	C9H16O	CHO
2	302.23206	140.11956	140.12	CAR C9:0	C9H16O	CHO
2	302.23209	140.11959	140.12	CAR C9:0	C9H16O	CHO
2	302.23206	140.11956	140.12	CAR C9:0	C9H16O	CHO
3	302.2327	140.1202	140.12	CAR C9:0	C9H16O	CHO
2	302.23221	140.11971	140.12	CAR C9:0	C9H16O	CHO
100	302.2323	140.1198	140.12	CAR C9:0	C9H16O	CHO
2	302.23224	140.11974	140.12	CAR C9:0	C9H16O	CHO
2	302.23224	140.11974	140.12	CAR C9:0	C9H16O	CHO
4	302.23242	140.11992	140.12	CAR C9:0	C9H16O	CHO
5	302.23245	140.11995	140.12	CAR C9:0	C9H16O	CHO
2	302.23221	140.11971	140.12	CAR C9:0	C9H16O	CHO
6	302.23282	140.12032	140.12	CAR C9:0	C9H16O	CHO
3	302.23248	140.11998	140.12	CAR C9:0	C9H16O	CHO
9	302.23236	140.11986	140.12	CAR C9:0	C9H16O	CHO
4	302.2326	140.1201	140.12	CAR C9:0	C9H16O	CHO
3	302.23276	140.12026	140.12	CAR C9:0	C9H16O	CHO
9	302.23254	140.12004	140.12	CAR C9:0	C9H16O	CHO
2	302.23245	140.11995	140.12	CAR C9:0	C9H16O	CHO
2	302.23267	140.12017	140.12	CAR C9:0	C9H16O	CHO
2	302.23245	140.11995	140.12	CAR C9:0	C9H16O	CHO
3	302.2327	140.1202	140.12	CAR C9:0	C9H16O	CHO
3	302.23242	140.11992	140.12	CAR C9:0	C9H16O	CHO
4	302.2326	140.1201	140.12	CAR C9:0	C9H16O	CHO
3	302.23248	140.11998	140.12	CAR C9:0	C9H16O	CHO
2	302.2326	140.1201	140.12	CAR C9:0	C9H16O	CHO
2	302.23257	140.12007	140.12	CAR C9:0	C9H16O	CHO
2	302.23251	140.12001	140.12	CAR C9:0	C9H16O	CHO
2	302.23257	140.12007	140.12	CAR C9:0	C9H16O	CHO
2	302.23254	140.12004	140.12	CAR C9:0	C9H16O	CHO
2	302.23264	140.12014	140.12	CAR C9:0	C9H16O	CHO
2	302.23254	140.12004	140.12	CAR C9:0	C9H16O	CHO
2	302.2326	140.1201	140.12	CAR C9:0	C9H16O	CHO
10	302.2326	140.1201	140.12	CAR C9:0	C9H16O	CHO
2	302.2326	140.1201	140.12	CAR C9:0	C9H16O	CHO
2	302.23267	140.12017	140.12	CAR C9:0	C9H16O	CHO
6	302.23273	140.12023	140.12	CAR C9:0	C9H16O	CHO
2	302.2327	140.1202	140.12	CAR C9:0	C9H16O	CHO
6	302.23303	140.12053	140.12	CAR C9:0	C9H16O	CHO
2	302.2326	140.1201	140.12	CAR C9:0	C9H16O	CHO
4	302.23276	140.12026	140.12	CAR C9:0	C9H16O	CHO
2	302.2327	140.1202	140.12	CAR C9:0	C9H16O	CHO
2	302.23267	140.12017	140.12	CAR C9:0	C9H16O	CHO
2	302.23267	140.12017	140.12	CAR C9:0	C9H16O	CHO
20	302.23276	140.12026	140.12	CAR C9:0	C9H16O	CHO
2	302.2327	140.1202	140.12	CAR C9:0	C9H16O	CHO
2	302.23264	140.12014	140.12	CAR C9:0	C9H16O	CHO
2	302.23264	140.12014	140.12	CAR C9:0	C9H16O	CHO
5	302.23309	140.12059	140.12	CAR C9:0	C9H16O	CHO
2	302.2326	140.1201	140.12	CAR C9:0	C9H16O	CHO
2	302.23276	140.12026	140.12	CAR C9:0	C9H16O	CHO
2	302.23276	140.12026	140.12	CAR C9:0	C9H16O	CHO
4	302.2341	140.1216	140.12	CAR C9:0	C9H16O	CHO
2	302.2327	140.1202	140.12	CAR C9:0	C9H16O	CHO
2	302.23279	140.12029	140.12	CAR C9:0	C9H16O	CHO
2	302.23273	140.12023	140.12	CAR C9:0	C9H16O	CHO
2	302.2327	140.1202	140.12	CAR C9:0	C9H16O	CHO
7	302.23309	140.12059	140.12	CAR C9:0	C9H16O	CHO
2	302.23273	140.12023	140.12	CAR C9:0	C9H16O	CHO
2	302.23279	140.12029	140.12	CAR C9:0	C9H16O	CHO
2	302.23279	140.12029	140.12	CAR C9:0	C9H16O	CHO
2	302.23273	140.12023	140.12	CAR C9:0	C9H16O	CHO
2	302.23279	140.12029	140.12	CAR C9:0	C9H16O	CHO
2	302.2327	140.1202	140.12	CAR C9:0	C9H16O	CHO
2	302.23276	140.12026	140.12	CAR C9:0	C9H16O	CHO
5	302.23312	140.12062	140.12	CAR C9:0	C9H16O	CHO
2	302.23282	140.12032	140.12	CAR C9:0	C9H16O	CHO
2	302.23282	140.12032	140.12	CAR C9:0	C9H16O	CHO
9	302.23322	140.12072	140.12	CAR C9:0	C9H16O	CHO
2	302.23288	140.12038	140.12	CAR C9:0	C9H16O	CHO
2	302.23291	140.12041	140.12	CAR C9:0	C9H16O	CHO
2	302.23288	140.12038	140.12	CAR C9:0	C9H16O	CHO
2	302.23282	140.12032	140.12	CAR C9:0	C9H16O	CHO
2	302.23288	140.12038	140.12	CAR C9:0	C9H16O	CHO
2	302.23285	140.12035	140.12	CAR C9:0	C9H16O	CHO
2	302.23282	140.12032	140.12	CAR C9:0	C9H16O	CHO
2	302.23285	140.12035	140.12	CAR C9:0	C9H16O	CHO
2	302.23282	140.12032	140.12	CAR C9:0	C9H16O	CHO
24	302.23325	140.12075	140.12	CAR C9:0	C9H16O	CHO
5	302.23291	140.12041	140.12	CAR C9:0	C9H16O	CHO
2	302.23291	140.12041	140.12	CAR C9:0	C9H16O	CHO
2	302.23294	140.12044	140.12	CAR C9:0	C9H16O	CHO
2	302.23294	140.12044	140.12	CAR C9:0	C9H16O	CHO
2	302.23291	140.12041	140.12	CAR C9:0	C9H16O	CHO
2	302.23309	140.12059	140.12	CAR C9:0	C9H16O	CHO
2	302.23306	140.12056	140.12	CAR C9:0	C9H16O	CHO
2	302.23303	140.12053	140.12	CAR C9:0	C9H16O	CHO
2	302.23312	140.12062	140.12	CAR C9:0	C9H16O	CHO
4	304.14001	142.02751	142.03	CAR C6:2;O3	C6H6O4	CHO
8	304.13919	142.02669	142.03	CAR C6:2;O3	C6H6O4	CHO
5	304.1391	142.0266	142.03	CAR C6:2;O3	C6H6O4	CHO
2	304.1391	142.0266	142.03	CAR C6:2;O3	C6H6O4	CHO
1674	304.1752	142.0627	142.06	CAR C7:1;O2	C7H10O3	CHO
4272	304.17523	142.06273	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17496	142.06246	142.06	CAR C7:1;O2	C7H10O3	CHO
27	304.17581	142.06331	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17325	142.06075	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17398	142.06148	142.06	CAR C7:1;O2	C7H10O3	CHO
207	304.17566	142.06316	142.06	CAR C7:1;O2	C7H10O3	CHO
6	304.17426	142.06176	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17429	142.06179	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17429	142.06179	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.1745	142.062	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17441	142.06191	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17563	142.06313	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17456	142.06206	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17468	142.06218	142.06	CAR C7:1;O2	C7H10O3	CHO
8	304.17511	142.06261	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17499	142.06249	142.06	CAR C7:1;O2	C7H10O3	CHO
7	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17484	142.06234	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17487	142.06237	142.06	CAR C7:1;O2	C7H10O3	CHO
5	304.17566	142.06316	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17593	142.06343	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17505	142.06255	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17505	142.06255	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17508	142.06258	142.06	CAR C7:1;O2	C7H10O3	CHO
16	304.17532	142.06282	142.06	CAR C7:1;O2	C7H10O3	CHO
6	304.17526	142.06276	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17508	142.06258	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17502	142.06252	142.06	CAR C7:1;O2	C7H10O3	CHO
5	304.1752	142.0627	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17545	142.06295	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17535	142.06285	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17517	142.06267	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17514	142.06264	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.1752	142.0627	142.06	CAR C7:1;O2	C7H10O3	CHO
6	304.17511	142.06261	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17511	142.06261	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17517	142.06267	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17557	142.06307	142.06	CAR C7:1;O2	C7H10O3	CHO
6	304.17523	142.06273	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17538	142.06288	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17511	142.06261	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17511	142.06261	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17517	142.06267	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17517	142.06267	142.06	CAR C7:1;O2	C7H10O3	CHO
73	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17523	142.06273	142.06	CAR C7:1;O2	C7H10O3	CHO
6	304.17618	142.06368	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17526	142.06276	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.1752	142.0627	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17526	142.06276	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17538	142.06288	142.06	CAR C7:1;O2	C7H10O3	CHO
50	304.17554	142.06304	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.1752	142.0627	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.1752	142.0627	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17523	142.06273	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17538	142.06288	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17526	142.06276	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17532	142.06282	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17523	142.06273	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17529	142.06279	142.06	CAR C7:1;O2	C7H10O3	CHO
14	304.17572	142.06322	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17529	142.06279	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17523	142.06273	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17529	142.06279	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17526	142.06276	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17526	142.06276	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17596	142.06346	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17535	142.06285	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17557	142.06307	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17535	142.06285	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17551	142.06301	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17529	142.06279	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17532	142.06282	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17535	142.06285	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17538	142.06288	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17535	142.06285	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17538	142.06288	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17532	142.06282	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17532	142.06282	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17532	142.06282	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17529	142.06279	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17535	142.06285	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17554	142.06304	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17538	142.06288	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17545	142.06295	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17535	142.06285	142.06	CAR C7:1;O2	C7H10O3	CHO
6	304.17557	142.06307	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17538	142.06288	142.06	CAR C7:1;O2	C7H10O3	CHO
13	304.17535	142.06285	142.06	CAR C7:1;O2	C7H10O3	CHO
6	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17545	142.06295	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17545	142.06295	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17545	142.06295	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17593	142.06343	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17545	142.06295	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17566	142.06316	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17548	142.06298	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17542	142.06292	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17551	142.06301	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17551	142.06301	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17557	142.06307	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17557	142.06307	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.1756	142.0631	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17557	142.06307	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17566	142.06316	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17563	142.06313	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17563	142.06313	142.06	CAR C7:1;O2	C7H10O3	CHO
25	304.17587	142.06337	142.06	CAR C7:1;O2	C7H10O3	CHO
4	304.17639	142.06389	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17575	142.06325	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17575	142.06325	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17569	142.06319	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17572	142.06322	142.06	CAR C7:1;O2	C7H10O3	CHO
3	304.17596	142.06346	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17633	142.06383	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17603	142.06353	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17596	142.06346	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17603	142.06353	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.1763	142.0638	142.06	CAR C7:1;O2	C7H10O3	CHO
6	304.17651	142.06401	142.06	CAR C7:1;O2	C7H10O3	CHO
6	304.17651	142.06401	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.17691	142.06441	142.06	CAR C7:1;O2	C7H10O3	CHO
2	304.177	142.0645	142.06	CAR C7:1;O2	C7H10O3	CHO
6	304.17719	142.06469	142.06	CAR C7:1;O2	C7H10O3	CHO
400	304.17999	142.06749	142.07	CAR C7:1;O2	C7H10O3	CHO
4	304.17847	142.06597	142.07	CAR C7:1;O2	C7H10O3	CHO
3	304.17999	142.06749	142.07	CAR C7:1;O2	C7H10O3	CHO
3	304.17999	142.06749	142.07	CAR C7:1;O2	C7H10O3	CHO
3	304.17999	142.06749	142.07	CAR C7:1;O2	C7H10O3	CHO
3	304.17999	142.06749	142.07	CAR C7:1;O2	C7H10O3	CHO
3	304.17999	142.06749	142.07	CAR C7:1;O2	C7H10O3	CHO
3	304.17999	142.06749	142.07	CAR C7:1;O2	C7H10O3	CHO
3	304.17999	142.06749	142.07	CAR C7:1;O2	C7H10O3	CHO
2698	304.21191	142.09941	142.1	CAR C8:0;O	C8H14O2	CHO
3804	304.21188	142.09938	142.1	CAR C8:0;O	C8H14O2	CHO
11	304.21057	142.09807	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.20999	142.09749	142.1	CAR C8:0;O	C8H14O2	CHO
69	304.21094	142.09844	142.1	CAR C8:0;O	C8H14O2	CHO
10	304.21152	142.09902	142.1	CAR C8:0;O	C8H14O2	CHO
64	304.21143	142.09893	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21078	142.09828	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21088	142.09838	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21088	142.09838	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21082	142.09832	142.1	CAR C8:0;O	C8H14O2	CHO
4	304.21121	142.09871	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21146	142.09896	142.1	CAR C8:0;O	C8H14O2	CHO
18	304.21265	142.10015	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21088	142.09838	142.1	CAR C8:0;O	C8H14O2	CHO
13	304.21198	142.09948	142.1	CAR C8:0;O	C8H14O2	CHO
4	304.21094	142.09844	142.1	CAR C8:0;O	C8H14O2	CHO
10	304.2121	142.0996	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21106	142.09856	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21106	142.09856	142.1	CAR C8:0;O	C8H14O2	CHO
4	304.21106	142.09856	142.1	CAR C8:0;O	C8H14O2	CHO
12	304.21265	142.10015	142.1	CAR C8:0;O	C8H14O2	CHO
11	304.21194	142.09944	142.1	CAR C8:0;O	C8H14O2	CHO
6	304.21146	142.09896	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21112	142.09862	142.1	CAR C8:0;O	C8H14O2	CHO
6	304.21149	142.09899	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21124	142.09874	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21191	142.09941	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21133	142.09883	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21136	142.09886	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.2114	142.0989	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.2114	142.0989	142.1	CAR C8:0;O	C8H14O2	CHO
9	304.21176	142.09926	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21194	142.09944	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21146	142.09896	142.1	CAR C8:0;O	C8H14O2	CHO
4	304.21228	142.09978	142.1	CAR C8:0;O	C8H14O2	CHO
4	304.21158	142.09908	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21143	142.09893	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21143	142.09893	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21149	142.09899	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21146	142.09896	142.1	CAR C8:0;O	C8H14O2	CHO
10	304.21155	142.09905	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21143	142.09893	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21149	142.09899	142.1	CAR C8:0;O	C8H14O2	CHO
6	304.21167	142.09917	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21146	142.09896	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21146	142.09896	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21143	142.09893	142.1	CAR C8:0;O	C8H14O2	CHO
7	304.21222	142.09972	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21161	142.09911	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21152	142.09902	142.1	CAR C8:0;O	C8H14O2	CHO
8	304.21167	142.09917	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21152	142.09902	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21155	142.09905	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21158	142.09908	142.1	CAR C8:0;O	C8H14O2	CHO
28	304.21185	142.09935	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21155	142.09905	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21155	142.09905	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21164	142.09914	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21164	142.09914	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21167	142.09917	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21167	142.09917	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21167	142.09917	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21161	142.09911	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21161	142.09911	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21164	142.09914	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21164	142.09914	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21164	142.09914	142.1	CAR C8:0;O	C8H14O2	CHO
4	304.21173	142.09923	142.1	CAR C8:0;O	C8H14O2	CHO
9	304.21234	142.09984	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21176	142.09926	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21176	142.09926	142.1	CAR C8:0;O	C8H14O2	CHO
4	304.21173	142.09923	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21176	142.09926	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21176	142.09926	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21179	142.09929	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21176	142.09926	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21179	142.09929	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21173	142.09923	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.2121	142.0996	142.1	CAR C8:0;O	C8H14O2	CHO
3	304.21219	142.09969	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21179	142.09929	142.1	CAR C8:0;O	C8H14O2	CHO
2	304.21176	142.09926	142.1	CAR C8:0;O	C8H14O2	CHO
