10095	Did not pass any selected query																																												
10096	Did not pass any selected query																																												
10097	Did not pass any selected query																																												
101	Did not pass any selected query																																												
1010	Did not pass any selected query																																												
10100	Did not pass any selected query																																												
10101	Did not pass any selected query																																												
10103	Did not pass any selected query																																												
10104	Did not pass any selected query																																												
10105	Did not pass any selected query																																												
10106	Did not pass any selected query																																												
10107	Did not pass any selected query																																												
10108	Did not pass any selected query																																												
10109	Did not pass any selected query																																												
10110	Did not pass any selected query																																												
10113	Did not pass any selected query																																												
10114	Did not pass any selected query																																												
10115	Did not pass any selected query																																												
10116	Carnitine_85at5	CCMSLIB00016462076	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.915002	239900	0	3.04053	8	0.000976562	321.18	1	temp/spectra_filtered.mgf10116	1	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	321.181	321.181	1						4	Positive	PRIVATE-USER	321.181	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016462076
10118	Did not pass any selected query																																												
1012	Did not pass any selected query																																												
10120	Did not pass any selected query																																												
10121	Did not pass any selected query																																												
10122	Did not pass any selected query																																												
10123	Did not pass any selected query																																												
10124	Did not pass any selected query																																												
10125	Did not pass any selected query																																												
10126	Did not pass any selected query																																												
10127	Did not pass any selected query																																												
10129	Did not pass any selected query																																												
1013	Did not pass any selected query																																												
10131	Did not pass any selected query																																												
10132	Did not pass any selected query																																												
10133	Did not pass any selected query																																												
10134	Did not pass any selected query																																												
10135	Did not pass any selected query																																												
10137	Did not pass any selected query																																												
10139	Did not pass any selected query																																												
1014	Did not pass any selected query																																												
10140	Did not pass any selected query																																												
10141	Carnitine_85at5																																												
10142	Carnitine_85at5																																												
10143	Did not pass any selected query																																												
10145	Did not pass any selected query																																												
10146	Did not pass any selected query																																												
10147	Did not pass any selected query																																												
10148	Did not pass any selected query																																												
10149	Did not pass any selected query																																												
10150	Did not pass any selected query																																												
10152	Did not pass any selected query																																												
10153	Did not pass any selected query																																												
10154	Did not pass any selected query																																												
10155	Did not pass any selected query																																												
10156	Did not pass any selected query																																												
10157	Did not pass any selected query																																												
10158	Did not pass any selected query																																												
10159	Did not pass any selected query																																												
1016	Did not pass any selected query																																												
10160	Did not pass any selected query																																												
10161	Did not pass any selected query																																												
10163	Did not pass any selected query																																												
10164	Did not pass any selected query																																												
10165	Did not pass any selected query																																												
10166	Did not pass any selected query																																												
10167	Did not pass any selected query																																												
10168	Did not pass any selected query																																												
10169	Did not pass any selected query																																												
10170	Did not pass any selected query																																												
10171	Did not pass any selected query																																												
10172	Did not pass any selected query																																												
10173	Did not pass any selected query																																												
10176	Did not pass any selected query																																												
10177	Did not pass any selected query																																												
10179	Did not pass any selected query																																												
1018	Did not pass any selected query																																												
10180	Did not pass any selected query																																												
10181	Did not pass any selected query																																												
10183	Did not pass any selected query																																												
10184	Did not pass any selected query																																												
10185	Did not pass any selected query																																												
10186	Did not pass any selected query																																												
10187	Did not pass any selected query																																												
10188	Did not pass any selected query																																												
10189	Did not pass any selected query																																												
10190	Did not pass any selected query																																												
10191	Carnitine_85at5																																												
10192	Did not pass any selected query																																												
10193	Carnitine_85at5	CCMSLIB00016458891	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.86378	10607000	0	2.92859	8	0.00088501	302.195	1	temp/spectra_filtered.mgf10193	1	LC-ESI	qTof	Crude	Pieter Dorrestein	helenamrusso	M+H	302.196	302.196	1						4	Positive	PRIVATE-USER	302.196	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016458891
10194	Did not pass any selected query																																												
10195	Did not pass any selected query																																												
10196	Did not pass any selected query																																												
10197	Did not pass any selected query																																												
10198	Did not pass any selected query																																												
102	Did not pass any selected query																																												
1020	Did not pass any selected query																																												
10200	Did not pass any selected query																																												
10201	Did not pass any selected query																																												
10202	Did not pass any selected query																																												
10203	Did not pass any selected query																																												
10204	Did not pass any selected query	CCMSLIB00016464844	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.768715	129900	0	1.05172	5	0.000366211	348.201	1	temp/spectra_filtered.mgf10204	1	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	348.201	348.201	1						4	Positive	PRIVATE-USER	348.201	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016464844
10205	Did not pass any selected query																																												
10206	Did not pass any selected query																																												
10207	Did not pass any selected query																																												
10208	Carnitine_85at5																																												
10209	Did not pass any selected query																																												
1021	Did not pass any selected query																																												
10211	Did not pass any selected query																																												
10212	Did not pass any selected query																																												
10214	Did not pass any selected query																																												
10215	Did not pass any selected query																																												
10216	Did not pass any selected query																																												
10217	Did not pass any selected query																																												
10218	Did not pass any selected query	CCMSLIB00016451431	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.83161	2495000	0	0.435685	5	0.000106812	245.158	1	temp/spectra_filtered.mgf10218	1	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	245.158	245.158	1						4	Positive	PRIVATE-USER	245.158	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016451431
10219	Did not pass any selected query																																												
1022	Did not pass any selected query																																												
10220	Did not pass any selected query																																												
10221	Did not pass any selected query																																												
10222	Did not pass any selected query																																												
10224	Did not pass any selected query																																												
10225	Did not pass any selected query																																												
10226	Did not pass any selected query																																												
10227	Did not pass any selected query																																												
10228	Did not pass any selected query																																												
10229	Did not pass any selected query																																												
1023	Did not pass any selected query																																												
10231	Did not pass any selected query																																												
10232	Did not pass any selected query	CCMSLIB00016447564	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.73249	3593000	0	2.01886	7	0.000411987	204.069	1	temp/spectra_filtered.mgf10232	1	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	204.069	204.069	1						4	Positive	PRIVATE-USER	204.069	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016447564
10233	Did not pass any selected query																																												
10235	Did not pass any selected query																																												
10237	Did not pass any selected query																																												
10238	Did not pass any selected query																																												
1024	Did not pass any selected query																																												
10240	Did not pass any selected query																																												
10241	Did not pass any selected query																																												
10242	Did not pass any selected query																																												
10243	Did not pass any selected query																																												
10244	Did not pass any selected query																																												
10246	Did not pass any selected query																																												
10247	Did not pass any selected query																																												
10248	Did not pass any selected query																																												
10249	Did not pass any selected query																																												
1025	Did not pass any selected query																																												
10250	Did not pass any selected query																																												
10251	Did not pass any selected query																																												
10252	Did not pass any selected query																																												
10253	Did not pass any selected query																																												
10254	Did not pass any selected query																																												
10256	Did not pass any selected query																																												
10257	Did not pass any selected query																																												
10258	Did not pass any selected query																																												
10259	Did not pass any selected query																																												
1026	Did not pass any selected query																																												
10260	Did not pass any selected query																																												
10261	Did not pass any selected query																																												
10262	Did not pass any selected query																																												
10263	Did not pass any selected query																																												
10264	Did not pass any selected query																																												
10265	Did not pass any selected query																																												
10267	Did not pass any selected query																																												
10268	Did not pass any selected query																																												
10269	Did not pass any selected query																																												
10270	Did not pass any selected query																																												
10271	Did not pass any selected query																																												
10272	Did not pass any selected query																																												
10273	Did not pass any selected query																																												
10275	Did not pass any selected query																																												
10276	Did not pass any selected query																																												
10277	Did not pass any selected query																																												
10279	Did not pass any selected query																																												
1028	Did not pass any selected query																																												
10282	Did not pass any selected query																																												
10283	Did not pass any selected query																																												
10285	Did not pass any selected query																																												
10286	Did not pass any selected query																																												
10287	Did not pass any selected query																																												
10288	Did not pass any selected query																																												
10289	Did not pass any selected query																																												
1029	Did not pass any selected query																																												
10290	Did not pass any selected query																																												
10292	Did not pass any selected query																																												
10293	Did not pass any selected query																																												
10294	Did not pass any selected query																																												
10295	Did not pass any selected query																																												
10296	Did not pass any selected query																																												
10298	Did not pass any selected query																																												
10299	Did not pass any selected query																																												
103	Did not pass any selected query																																												
1030	Did not pass any selected query																																												
10300	Did not pass any selected query																																												
10301	Did not pass any selected query																																												
10302	Did not pass any selected query																																												
10304	Did not pass any selected query																																												
10305	Did not pass any selected query																																												
10306	Did not pass any selected query	CCMSLIB00016460416	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.928337	380700	0	1.95535	7	0.000610352	312.144	1	temp/spectra_filtered.mgf10306	1	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	312.144	312.144	1						4	Positive	PRIVATE-USER	312.144	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016460416
10307	Did not pass any selected query																																												
10308	Did not pass any selected query																																												
10309	Did not pass any selected query																																												
1031	Did not pass any selected query																																												
10310	Did not pass any selected query																																												
10311	Did not pass any selected query																																												
10312	Did not pass any selected query																																												
10313	Did not pass any selected query																																												
10315	Did not pass any selected query																																												
10316	Did not pass any selected query																																												
10317	Did not pass any selected query																																												
10318	Did not pass any selected query																																												
10319	Did not pass any selected query																																												
1032	Did not pass any selected query																																												
10322	Did not pass any selected query																																												
10323	Did not pass any selected query																																												
10324	Did not pass any selected query																																												
10325	Did not pass any selected query																																												
10326	Did not pass any selected query																																												
10327	Did not pass any selected query																																												
10329	Did not pass any selected query																																												
1033	Did not pass any selected query																																												
10330	Did not pass any selected query																																												
10331	Did not pass any selected query																																												
10333	Did not pass any selected query																																												
10334	Did not pass any selected query																																												
10335	Did not pass any selected query																																												
10338	Did not pass any selected query																																												
10339	Did not pass any selected query																																												
1034	Did not pass any selected query																																												
10341	Did not pass any selected query																																												
10342	Did not pass any selected query																																												
10343	Did not pass any selected query																																												
10344	Carnitine_85at5	CCMSLIB00016478973	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.983858	2987200	0	1.5692	13	0.000762939	486.196	1	temp/spectra_filtered.mgf10344	1	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	486.197	486.197	1						4	Positive	PRIVATE-USER	486.197	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016478973
10347	Did not pass any selected query																																												
10348	Did not pass any selected query																																												
10349	Carnitine_85at5	CCMSLIB00016458550	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.816972	499700	0	0.203328	7	6.10E-05	300.181	1	temp/spectra_filtered.mgf10349	1	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	300.18	300.18	1						4	Positive	PRIVATE-USER	300.18	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016458550
1035	Did not pass any selected query																																												
10350	Did not pass any selected query																																												
10351	Did not pass any selected query																																												
10353	Did not pass any selected query																																												
10354	Did not pass any selected query																																												
10356	Did not pass any selected query																																												
10357	Did not pass any selected query																																												
10358	Did not pass any selected query																																												
10359	Did not pass any selected query																																												
1036	Did not pass any selected query																																												
10361	Carnitine_85at5	CCMSLIB00016464155	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.923907	3660900	0	0.177321	10	6.10E-05	344.206	1	temp/spectra_filtered.mgf10361	1	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	344.206	344.206	1						4	Positive	PRIVATE-USER	344.206	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016464155
10362	Did not pass any selected query																																												
10363	Did not pass any selected query																																												
10365	Did not pass any selected query																																												
10367	Did not pass any selected query																																												
10369	Carnitine_85at5	CCMSLIB00016464768	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.814249	397500	0	3.61392	8	0.00125122	346.222	1	temp/spectra_filtered.mgf10369	1	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	346.223	346.223	1						4	Positive	PRIVATE-USER	346.223	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016464768
1037	Did not pass any selected query																																												
10372	Did not pass any selected query																																												
10373	Did not pass any selected query																																												
10376	Did not pass any selected query																																												
10377	Did not pass any selected query																																												
10378	Did not pass any selected query																																												
10379	Did not pass any selected query																																												
1038	Did not pass any selected query																																												
10380	Did not pass any selected query																																												
10381	Did not pass any selected query																																												
10382	Did not pass any selected query																																												
10383	Did not pass any selected query																																												
10384	Did not pass any selected query																																												
10385	Did not pass any selected query																																												
10386	Did not pass any selected query																																												
10387	Did not pass any selected query																																												
10388	Did not pass any selected query																																												
10389	Did not pass any selected query																																												
1039	Did not pass any selected query																																												
10391	Did not pass any selected query																																												
10392	Did not pass any selected query																																												
10393	Did not pass any selected query																																												
10394	Did not pass any selected query																																												
10395	Did not pass any selected query																																												
10396	Did not pass any selected query																																												
10398	Did not pass any selected query																																												
10399	Did not pass any selected query																																												
104	Did not pass any selected query																																												
1040	Did not pass any selected query																																												
10400	Did not pass any selected query																																												
10401	Did not pass any selected query																																												
10402	Did not pass any selected query																																												
10403	Did not pass any selected query																																												
10404	Did not pass any selected query																																												
10405	Did not pass any selected query																																												
10406	Did not pass any selected query																																												
10408	Did not pass any selected query																																												
10409	Did not pass any selected query																																												
10410	Did not pass any selected query																																												
10411	Did not pass any selected query																																												
10412	Did not pass any selected query																																												
10413	Did not pass any selected query																																												
10414	Did not pass any selected query																																												
10415	Did not pass any selected query																																												
10416	Did not pass any selected query																																												
10417	Did not pass any selected query																																												
10419	Did not pass any selected query																																												
1042	Did not pass any selected query																																												
10420	Did not pass any selected query																																												
10422	Did not pass any selected query																																												
10423	Did not pass any selected query																																												
10424	Did not pass any selected query																																												
10425	Did not pass any selected query																																												
10427	Did not pass any selected query																																												
10428	Did not pass any selected query																																												
10429	Did not pass any selected query																																												
10430	Did not pass any selected query																																												
10431	Did not pass any selected query																																												
10432	Did not pass any selected query																																												
10433	Did not pass any selected query																																												
10434	Did not pass any selected query																																												
10436	Did not pass any selected query																																												
10437	Did not pass any selected query																																												
10438	Did not pass any selected query																																												
10439	Did not pass any selected query																																												
1044	Did not pass any selected query																																												
10440	Did not pass any selected query																																												
10443	Did not pass any selected query																																												
10444	Did not pass any selected query																																												
10445	Did not pass any selected query																																												
10447	Did not pass any selected query																																												
10449	Did not pass any selected query																																												
1045	Did not pass any selected query																																												
10450	Did not pass any selected query																																												
10451	Did not pass any selected query																																												
10453	Carnitine_85at5	CCMSLIB00016455338	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.980822	5091000	0	1.01675	10	0.000274658	270.133	1	temp/spectra_filtered.mgf10453	1	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	270.133	270.133	1						4	Positive	PRIVATE-USER	270.133	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016455338
10454	Did not pass any selected query																																												
10455	Did not pass any selected query																																												
10456	Did not pass any selected query																																												
10457	Did not pass any selected query																																												
10458	Did not pass any selected query																																												
1046	Did not pass any selected query																																												
10460	Carnitine_85at5	CCMSLIB00016462198	spectra_filtered.mgf	Carnitines_library_2025_testing_V2_MassQL_only.mgf	0.979628	3703000	0	2.43272	10	0.000793457	326.159	1	temp/spectra_filtered.mgf10460	1	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	helenamrusso	M+H	326.16	326.16	1						4	Positive	PRIVATE-USER	326.16	UPDATE-SINGLE-ANNOTATED-BRONZE	Insilico											mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00016462198
10463	Did not pass any selected query																																												
10464	Did not pass any selected query																																												
10465	Did not pass any selected query																																												
10466	Did not pass any selected query																																												
10467	Did not pass any selected query																																												
10468	Did not pass any selected query																																												
10469	Did not pass any selected query																																												
10471	Did not pass any selected query																																												
10472	Did not pass any selected query																																												
10473	Did not pass any selected query																																												
10474	Did not pass any selected query																																												
10476	Did not pass any selected query																																												
10477	Did not pass any selected query																																												
10478	Did not pass any selected query																																												
10479	Did not pass any selected query																																												
1048	Did not pass any selected query																																												
10481	Did not pass any selected query																																												
10483	Did not pass any selected query																																												
10484	Did not pass any selected query																																												
10485	Did not pass any selected query																																												
10486	Did not pass any selected query																																												
10489	Did not pass any selected query																																												
1049	Did not pass any selected query																																												
10490	Did not pass any selected query																																												
10491	Did not pass any selected query																																												
10493	Did not pass any selected query																																												
10494	Did not pass any selected query																																												
10495	Did not pass any selected query																																												
10497	Did not pass any selected query																																												
10498	Did not pass any selected query																																												
10499	Did not pass any selected query																																												
1050	Did not pass any selected query																																												
10500	Did not pass any selected query																																												
10501	Did not pass any selected query																																												
10502	Did not pass any selected query																																												
10503	Did not pass any selected query																																												
10504	Did not pass any selected query																																												
10507	Did not pass any selected query																																												
10509	Did not pass any selected query																																												
1051	Did not pass any selected query																																												
10510	Did not pass any selected query																																												
10512	Did not pass any selected query																																												
10514	Did not pass any selected query																																												
10516	Did not pass any selected query																																												
10517	Did not pass any selected query																																												
10518	Did not pass any selected query																																												
10519	Did not pass any selected query																																												
10520	Did not pass any selected query																																												
10521	Did not pass any selected query																																												
10522	Did not pass any selected query																																												
10523	Did not pass any selected query																																												
10524	Did not pass any selected query																																												
10526	Did not pass any selected query																																												
10527	Did not pass any selected query																																												
10528	Did not pass any selected query																																												
10529	Did not pass any selected query																																												
1053	Did not pass any selected query																																												
10530	Did not pass any selected query																																												
10531	Did not pass any selected query																																												
10532	Did not pass any selected query																																												
10533	Did not pass any selected query																																												
10534	Did not pass any selected query																																												
10535	Did not pass any selected query																																												
10537	Did not pass any selected query																																												
10539	Did not pass any selected query																																												
1054	Did not pass any selected query																																												
10541	Did not pass any selected query																																												
10542	Did not pass any selected query																																												
10543	Did not pass any selected query																																												
10544	Did not pass any selected query																																												
10545	Did not pass any selected query																																												
10546	Did not pass any selected query																																												
10547	Did not pass any selected query																																												
1055	Did not pass any selected query																																												
10551	Did not pass any selected query																																												
10552	Did not pass any selected query																																												
10553	Did not pass any selected query																																												
10554	Did not pass any selected query																																												
10555	Did not pass any selected query																																												
10556	Did not pass any selected query																																												
10557	Did not pass any selected query																																												
